Title;Description;Asset type;Tags
AdobeStock_401430617;;Photos;memorial vigil,horizontal,built structure,monument,journey,close-up,blue,bright,ethnicity,multi colored,curve,capital cities,city street,construction frame,arch - architectural feature,army soldier,memorial,cultures,city life,national landmark,history,ancient,architecture,Adobe Stock,indigenous culture,day,india,photography,city,indian culture,delhi
AdobeStock_63706797;drinks production plant in China;Photos;chinese,plant,Automation,manufacture,worker,New,environment,modern,liquid,factory,plastic,Blue,juice,water,Conveyor,background,China,drink,Large,Power,big,Group,beverage,system,market,technology,package,manufacturing,storage,laboratory,lot,many,clean,assembly,bottle,Adobe Stock,Food,work,Business,steel,bottled,container,industrial,Equipment,Production,industry,natural,machine,line,blurred
AdobeStock_431959327;Female technician working on computer at factory.;Photos;hi-tech,technician,occupation,screen,woman,workplace,computer,factory,internet,scientist,typing,science,working,engineering,standing,research,technology,scientists,laboratory,Female,engineer,Adobe Stock,people,industrial,day,industry
AdobeStock_292521207;;Photos;landscape,beautiful,utah,energy efficiency movement,dry,mountain,rock,national,scenic,blue,nature,sky,road,energy,stone,travel,park,usa,arizona,mountains,valley,desert,electrification,efficiency,movement,canyon,red,sand,Adobe Stock,clouds,rocks
Road through blue lakes with green woods;Aerial view of road through blue lakes or sea with green summer woods in Finland.;Photos;sea,aerial,tourism,landscape,beautiful,bridge,transportation,ocean,transport,motion,lake,holiday,europe,freeway,blue,nature,road,trees,drive,modern,forest,destination,top,urban,travel,construction,finland,automobile,country,water,car,background,highway,view,cars,vehicle,way,summer,Adobe Stock,above,turquoise,green,countryside
EVP early talent - secondary photo digital 1;Scroll down to download print version.;Photos;secondary photo,Employee Value Proposition,EVP,blur,photo
EVP early talent - secondary photo digital 1;Scroll down to download print version.;Photos;secondary photo,Employee Value Proposition,EVP,blur,photo
The Schlinigtal in the morning;;Photos;landscape,mountaing,valley,high,cloud,Tyrol,hill,morning,clouds,Italy
MOTR Łódź Plant Photoshoot - 24;;Photos;Łódź,traction,Poland factory,Poland,MOTR,traction converters,factory,traction batteries,Lodz
B&R - Businesswoman in her office on a review, proposal or project7;Laptop, idea and a serious businesswoman in her office on a review, proposal or project. Work, focus and thinking with a female employee reading an email or doing research while working.;Photos;review,businesspeople,job,marketing,design,employee,reading,woman,think,tech,workplace,office,worker,email,modern,project,idea,computer,company,pc,businessperson,thinking,internet,web,focus,women,working,professional,research,proposal,technology,desk,person,executive,planning,manager,serious,workspace,online,business,Adobe Stock,businesswoman,people,work,alone,girl,female,laptop,corporate
"ABB Ability offering ""pillar"" visual 4";This image can be used only for ABB Ability Electrification Solutions – Digital power for human progress materials.;Photos;human progress materials,digital power,visual,electrification solution,pillar,ABB Ability
shutterstock_426932362;The north pole of the world. Ilulissat, Greenland. Icebergs and glaciers.;Photos;sea,aerial,Shutterstock,landscape,beautiful,glacier,ocean,fresh,melting,cap,amazing,blue,nature,sky,light,air,cold,cave,white,land,water,greenland,arctic,cool,ice,iceberg,clouds,day,ilulissat,photography,fog
ABB Future of work 1407;;Photos;working people,Employer Branding,robot,collaboration,IRB 360 Flexpicker,indoor,future of work,Woman,IRB 360,People,Employer Branding campaign,Employee,FlexPicker,Looking,picking,Employees,day,robots,checking
B&R - Sebastian Pfeiffer 2024;;Photos;linkedin quote,website,Business Portrait,quote,Product manager,product management,B&R employees,B&R,business people,Sebastian Pfeiffer
AdobeStock_502007078;A group of business people partners during a set team meeting in the modern office.;Photos;teamwork,meeting,lifestyles,finance,employee,office,colleagues,communications,adult,businessman,computer,partnership,partner,commerce,network,web,confidence,teams,leadership,women,working,professional,market,group,person,planning,manager,discussion,online,business,smiling,Adobe Stock,people,work,sell,trader,presentation,trade,corporate
AdobeStock_983106908;;Photos;season,lights,european,town,holiday,gifts,wooden stalls,tradition,stalls,joyful,ornaments,germany,local,cobblestones,winter,decorations,celebration,village,market,traditions,authentic,cozy,seasonal,outdoor,handmade,december,Adobe Stock,crafts,festive,german,charming
St Pancras station;;Photos;hall,station,st pancras,train station,train
Portland night lights;;Photos;lights,street,transportation,transport,motion,road,urban,travel,light,blur,car,portland,cars,movement,red,speed,oregon,night,building,Adobe Stock,city,traffic,blurred
AdobeStock_400874144;Male worker discussing with manager over document in factory.;Photos;discussing,pointing,occupation,manufacture,man,document,cooperation,Wireless,expertise,clipboard,looking,computer,communication,factory,Male,digital,working,engineering,Quality,standing,technology,engineer,discussion,business,Adobe Stock,people,industrial,Businessman,holding,AdobeStock,industry,tablet,photo,examining
B&R - AR mapp Robotics Multicore - 29;Innovations 2025 - image material Q1;Photos;mapp,product promotion,AR,product updates,multicore,key visuals,innovations 2025,B&R,robotics,Features
NASCAR media images - 04;;Photos;race,engineered to outrun,car,nascar,motorsport,sport,electrification,race car,abb,electric car
B&R - ACOPOS 6D Shuttles - 1;;Photos;product transport,shuttle,ACOPOS 6D shuttles,B&R
B&R - ACOPOS 6D Shuttles - 1;;Photos;product transport,shuttle,ACOPOS 6D shuttles,B&R
AdobeStock_211414203;Blank large horizontal poster on the wall in modern office with clipping path around poster. 3d illustration.;Photos,3D;banner,horizontal poster,landscape,horizontal,marketing,design,poster,advertising,art,mock up,workplace,indoor,office,office poster,glass,bright,modern,canvas,blank,frame,white,3d illustration,background,view,panel,wall,room,clear,image,mockup,template,clipping,mock-up,business,space,Adobe Stock,interior,commercial,picture,photo,empty,large
Employer Branding_Finance_2;"Images to be used for Employer Branding & HR Marketing purposes (digital use; batch 1)";Photos;Employer Branding,marketing,human resources,Employer Branding campaign,HR,marketing materials,Finance,ABB employer branding
B&R - Susana Gonzalez 2025 - 41;"Susana Gonzalez, 
Chief Sales Officer Machine Automation, B&R (A Member of the ABB Group)";Photos;business portrait,portrait,Machine automation,B&R,Susana Gonzalez,B&R Eggelsberg,business people,people,ABB B&R,Management,official portrait
B&R - Jörg Theis 2024 - 33;Jörg Theis, Division President Machine Automation;Photos;portrait,business portait,Jörg Theis,Machine automation,B&R,Joerg Theis,B&R Eggelsberg,business people,people,Management,official portrait
ABB Future of work 1227 ;;Photos;working people,Employer Branding,robot,flexpendant,collaboration,single-armed YuMi,indoor,future of work,testing,People,Employer Branding campaign,Employee,Looking,YuMi,Employees,day,robots,checking
MODP Machinery KV 01;KD 0422;Photos;machinery,KV,MODP,key visual,machine
AdobeStock_409571615;Beautiful panoramic cityscape of Sanjauli suburb of Shimla city, Shimla is the state capital of Himachal Pradesh located amidst Himalayas of India.;Photos;sanjauli,aerial,tourism,landscape,mall road,town,north,mountain,cityscape,himachal,scenic,nature,station,shimla,place,urban,Skyline,travel,himalaya,heritage,houses,capital,tourist,panorama,attraction,buildings,mountains,background,simla,himalayas,view,City,queen of hills,spring,panoramic,Wallpaper,hill,colorful,Asia,destinations,holidays,Adobe Stock,cityline,tour,himachal pradesh,famous,landmarks,vacation,himalayan,india,indian
ABB building Cracow - drone view 1;;Photos;Cracow,Krakow,aerial view,drone aerial shot,ABB Poland,Poland,office,ABB buildings,headquarter,drone view,aerial panorama,ABB office,headquarters
B&R - Value Provider Program Distributor;Two business partners in formal wear and with protective yellow helmets on heads walking and talking about business. Younger one holding folder with data while older one using tablet.;Photos;import,logistic,man,success,distributor,logistics,cargo,sales,delivery,shipment,communication,factory,partnership,program,supply,control,production,commerce,distribution,merchandise,supervisor,agreement,professional,employment,export,retail,market,package,service,men,helmet,manufacturing,storehouse,food factory,storage,profession,B&R,partners,facility,manager,value provider,business,contract,team,people,males,warehouse,industrial,business partners,freight,order,industry,value provider program,trade,corporate
Industry - Electric utility: power generation 3;;Photos;green en,sea,tourism,landscape,lake,europe,mountain,rock,nature,sky,forest,travel,park,utilities,Blue,alps,water,mountains,valley,hydro,tree,water power plant,river,Power,view,eco friendly,technology,electric utility,Energy,summer,Adobe Stock,clouds,power generation,industrial,green,industry,Dam,scenery,Italy
DC-motor;1960;Photos;1960,technical museum,historical image,DC-motor
AdobeStock_491844363;Businesspeople working at office.;Photos;teamwork,meeting,businesspeople,success,talking,employee,woman,successful,indoor,office,colleagues,businessman,communication,partnership,portrait,professional,person,confident,discussion,business,Adobe Stock,businesswoman,team,people,work,two people,laptop,corporate
B&R - X20 controller - 2;B&R control technology on display;Photos;unit,PLC,controller,X20 controller,technology,demo unit,demo,B&R,X20
Employer Branding_Students_CMYK_6;Images to be used for Employer Branding and HR Marketing (CMYK, batch 3);Photos;Employer Branding,marketing,human resources,Employer Branding campaign,students,HR,marketing materials,ABB employer branding
ABB Future of work 1234;;Photos;working people,Employer Branding,robot,collaboration,Product,IRB 360 Flexpicker,indoor,future of work,IRB 360,People,Employer Branding campaign,Employee,FlexPicker,picking,Employees,day,robots
AdobeStock_333848690;Runway at the airport and the plane flies and landing;Photos;tourism,aircraft,wing,direction,takeoff,transportation,transport,plane,journey,motion,fly,trip,aviation,blue,engine,sky,road,airfield,modern,cargo,travel,arrival,airport,runway,air,blur,flight,background,technology,jet,cloud,departure,vehicle,speed,way,outdoor,landing,business,asphalt,Adobe Stock,airliner,fast,jetliner,industrial,day,airplane,AdobeStock,commercial,industry,traffic
Working man in the train;Handsome businessman is having a good time while traveling by high-speed train. He is using laptop computer and wireless headphones for online communication, gaming and entertainment.;Photos;watching movie,traction,transportation,happiness,gaming,transport,journey,motion,passenger,rail,trip,success,commute,traveler,subway,using laptop,station,metro,wireless,one adult man,stereo,modern,destination,urban,businessman,travel,music listening,communication,seat,internet,using computer,entertainment,lifestyle,technology,one person,business suit,public,Sustainability,railroad,online,business,smiling,wagon,people,fast,train,railway,winning,high speed,public transport,headphones,sitting
AdobeStock_239244720;;Photos,3D;hall,horizontal,texture,perspective,celling,design,backdrop,cement,inside,indoor,stone,studio,urban,light,construction,background,round,underground,concrete,3d,wall,illuminated,rough,smooth,wood,architecture,space,Adobe Stock,industrial,floor,abstract,atrium,rendering,interior,AdobeStock,photo
B&R - Adaptive manufacturing technologies - 13;;Photos;unit,PLC,adaptive manufacturing,technologies,technology,manufacturing,demo unit,demo,B&R
ABB Ability™  Mobile Connect for drives and Drivetune app;"In the picture: Mobile Connect Tech Support

ABB  Ability™ Mobile Connect is a web platform for Customer to remotely communicate with Third Party Users who have signed in on the ABB Drivetune mobile app.";Photos;Drivetune,smartphone app,Drivetune app,Mobile Connect,mobile app,ABB Ability Mobile Connect for drives and Drivetune app,Mobile Connect for drives
